ts,symbol,action,price_last,avg_entry,qty
2025-09-17T03:11:46.832380+00:00,XRP/USD,TP1,3.0344,2.729272192,489.8359119225
2025-09-17T03:12:46.112412+00:00,XRP/USD,EXIT,3.0344,2.729272192,3.0295166,2.739690112,489.835911923,tp2
